5,0.46891,0.40918
10,0.606512,0.55727
15,0.609789,0.5568
20,0.613056,0.55654
25,0.612996,0.55654
30,0.613018,0.55665
35,0.612907,0.55057
40,0.576708,0.37515
45,0.540263,0.27694
50,0.545138,0.27541
